V Smart Ariana;64.447800
V Smart Bizerte;35.800999
V Smart Mahdia;63.355499
V Smart Monastir;59.597401
V Smart Nabeul;55.037899
V Smart Sfax;45.212799
V Smart Siege Tunis;79.933098
V Smart Siliana;83.680801
